kreiskey1882,county,rb,occ1882_se_min_pr,occ1882_emp_min_pr,occ1882_se_sto_pr,occ1882_emp_sto_pr,occ1882_se_met_pr,occ1882_emp_met_pr,occ1882_se_eng_pr,occ1882_emp_eng_pr,occ1882_se_che_pr,occ1882_emp_che_pr,occ1882_se_lum_pr,occ1882_emp_lum_pr,occ1882_se_tex_pr,occ1882_emp_tex_pr,occ1882_se_pap_pr,occ1882_emp_pap_pr,occ1882_se_woo_pr,occ1882_emp_woo_pr,occ1882_se_foo_pr,occ1882_emp_foo_pr,occ1882_se_clo_pr,occ1882_emp_clo_pr,occ1882_se_bui_pr,occ1882_emp_bui_pr,occ1882_se_pri_pr,occ1882_emp_pri_pr,occ1882_se_art_pr,occ1882_emp_art_pr,occ1882_se_min_cat,occ1882_emp_min_cat,occ1882_se_sto_cat,occ1882_emp_sto_cat,occ1882_se_met_cat,occ1882_emp_met_cat,occ1882_se_eng_cat,occ1882_emp_eng_cat,occ1882_se_che_cat,occ1882_emp_che_cat,occ1882_se_lum_cat,occ1882_emp_lum_cat,occ1882_se_tex_cat,occ1882_emp_tex_cat,occ1882_se_pap_cat,occ1882_emp_pap_cat,occ1882_se_woo_cat,occ1882_emp_woo_cat,occ1882_se_foo_cat,occ1882_emp_foo_cat,occ1882_se_clo_cat,occ1882_emp_clo_cat,occ1882_se_bui_cat,occ1882_emp_bui_cat,occ1882_se_pri_cat,occ1882_emp_pri_cat,occ1882_se_art_cat,occ1882_emp_art_cat,occ1882_se_min_jew,occ1882_emp_min_jew,occ1882_se_sto_jew,occ1882_emp_sto_jew,occ1882_se_met_jew,occ1882_emp_met_jew,occ1882_se_eng_jew,occ1882_emp_eng_jew,occ1882_se_che_jew,occ1882_emp_che_jew,occ1882_se_lum_jew,occ1882_emp_lum_jew,occ1882_se_tex_jew,occ1882_emp_tex_jew,occ1882_se_pap_jew,occ1882_emp_pap_jew,occ1882_se_woo_jew,occ1882_emp_woo_jew,occ1882_se_foo_jew,occ1882_emp_foo_jew,occ1882_se_clo_jew,occ1882_emp_clo_jew,occ1882_se_bui_jew,occ1882_emp_bui_jew,occ1882_se_pri_jew,occ1882_emp_pri_jew,occ1882_se_art_jew,occ1882_emp_art_jew,occ1882_se_min_tot,occ1882_emp_min_tot,occ1882_se_sto_tot,occ1882_emp_sto_tot,occ1882_se_met_tot,occ1882_emp_met_tot,occ1882_se_eng_tot,occ1882_emp_eng_tot,occ1882_se_che_tot,occ1882_emp_che_tot,occ1882_se_lum_tot,occ1882_emp_lum_tot,occ1882_se_tex_tot,occ1882_emp_tex_tot,occ1882_se_pap_tot,occ1882_emp_pap_tot,occ1882_se_woo_tot,occ1882_emp_woo_tot,occ1882_se_foo_tot,occ1882_emp_foo_tot,occ1882_se_clo_tot,occ1882_emp_clo_tot,occ1882_se_bui_tot,occ1882_emp_bui_tot,occ1882_se_pri_tot,occ1882_emp_pri_tot,occ1882_se_art_tot,occ1882_emp_art_tot
302,"STADER MARSCHKREIS","STA",0,2,54,1885,111,105,58,114,6,3,1,0,69,12,30,30,256,177,194,179,659,222,251,434,2,4,3,2,0,0,1,71,0,4,0,0,0,0,0,0,2,0,0,1,1,0,0,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,55,1958,111,109,58,114,6,3,1,0,71,12,30,31,257,177,197,182,663,224,251,438,2,4,3,2
303,"STADER GEESTKREIS","STA",79,104,54,483,165,205,86,102,18,28,12,17,54,23,71,142,202,166,192,355,769,369,259,616,9,40,4,4,0,2,2,72,2,4,2,0,0,0,0,0,0,0,1,7,2,5,0,8,8,7,6,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,79,107,56,555,167,209,90,102,18,28,12,17,54,23,72,149,205,172,196,364,780,376,266,638,9,41,4,4
304,"NEUHAUS","STA",0,0,33,716,118,79,50,29,6,8,0,0,49,13,22,18,133,84,159,155,454,126,272,347,1,4,0,1,0,0,0,22,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,738,118,81,50,29,6,8,0,0,50,13,23,18,133,85,159,155,455,127,272,351,1,4,0,1
305,"OTTERNDORF","STA",0,1,7,29,67,46,24,23,4,5,2,2,28,6,16,6,94,46,85,90,248,70,131,205,1,3,0,0,0,0,0,2,0,2,0,0,0,2,1,0,4,1,1,0,2,0,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,31,67,48,24,23,4,7,3,2,32,7,17,6,96,46,85,90,253,71,131,210,1,3,0,0
306,"LEHE","STA",49,120,15,247,175,399,76,403,8,5,1,6,55,50,52,56,215,288,249,368,919,367,310,1008,3,25,0,2,0,4,1,5,5,25,2,8,1,2,0,1,2,3,0,1,6,17,6,13,25,31,9,54,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,19,14,4,2,4,2,0,0,0,0,51,126,16,252,180,424,78,411,9,9,1,7,57,53,53,59,224,305,274,395,948,400,323,1064,3,28,0,2
307,"OSTERHOLZ","STA",248,354,18,532,104,173,49,435,9,29,3,6,72,239,34,36,197,176,316,677,568,242,159,609,3,16,0,1,0,2,1,32,1,7,0,8,0,0,0,0,2,10,1,1,2,6,11,14,10,7,4,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,3,1,0,15,7,6,0,2,0,0,0,0,0,248,356,19,564,105,181,49,446,9,30,3,6,77,250,37,40,201,182,342,699,586,250,165,644,3,16,1,1
308,"VERDEN","STA",0,18,17,194,119,288,40,41,10,16,4,21,28,118,42,63,185,212,196,661,556,305,172,500,7,16,2,3,0,0,0,4,3,17,1,0,0,0,0,1,0,20,0,2,1,6,9,49,14,16,9,26,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,8,5,1,0,0,1,0,0,0,0,0,18,17,202,123,305,42,41,10,16,4,22,28,139,43,66,186,218,215,719,572,321,181,527,8,17,2,3
309,"ROTENBURG","STA",2,25,7,70,70,73,42,24,8,51,0,0,20,6,27,15,108,79,103,103,277,146,94,167,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,25,7,70,70,73,42,24,9,51,0,0,20,6,27,17,108,82,107,106,277,147,95,167,2,10,0,0
310,"MEPPEN","OSN",2,13,6,34,2,28,4,6,3,2,0,1,3,7,2,9,10,7,8,14,20,14,22,55,1,3,0,1,0,70,7,22,191,166,68,77,8,7,3,2,94,40,35,26,181,111,253,241,619,249,211,459,5,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,21,16,2,0,0,0,0,0,0,0,2,83,13,56,193,194,72,83,11,9,3,4,97,47,38,37,192,118,282,271,641,263,233,514,6,23,0,2
311,"LINGEN","OSN",0,1,26,253,69,72,33,168,7,2,3,6,56,570,24,39,68,60,120,158,344,115,142,348,5,9,0,0,1,27,4,48,63,87,22,144,3,2,1,7,31,129,11,14,74,75,85,112,318,201,71,247,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,22,12,3,1,1,0,0,0,0,0,1,28,30,301,132,159,55,312,10,4,4,13,88,699,35,55,142,136,227,282,665,317,214,596,7,14,0,0
312,"BERSENBRUCK","OSN",0,2,7,60,61,66,32,27,6,2,2,6,87,280,34,37,100,104,97,121,261,99,67,183,3,9,0,1,2,109,8,14,45,43,14,18,0,1,0,0,19,41,10,10,48,73,55,60,209,99,59,79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,2,111,15,90,106,109,46,45,6,3,2,6,106,321,44,47,148,177,158,188,470,198,126,262,4,9,0,2
313,"OSNABRUCK","OSN",19,1161,20,217,143,501,65,125,17,22,4,25,57,183,57,131,150,258,229,622,713,475,156,521,20,50,4,6,1,939,6,194,47,299,29,56,2,11,0,7,25,202,17,111,85,148,113,326,435,233,78,420,7,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,20,2100,26,411,190,800,94,181,19,33,4,32,82,386,75,243,236,406,346,952,1148,709,234,941,27,80,7,9
314,"MELLE","OSN",4,122,8,60,64,75,33,47,37,21,2,13,62,26,30,27,121,169,126,284,292,189,73,226,1,4,0,0,1,641,6,39,50,62,13,17,2,7,2,4,50,25,15,22,74,76,82,135,297,158,55,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,763,14,99,114,137,46,64,39,28,4,17,112,51,45,49,195,245,209,420,589,347,128,384,1,4,0,0
315,"AURICH","AUR",8,1,32,124,222,365,87,849,12,16,0,6,187,42,41,49,209,181,289,317,1035,413,446,1425,8,32,1,1,1,1,0,6,6,20,3,89,0,0,1,1,1,0,2,4,3,9,2,6,15,20,16,415,1,4,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,4,0,57,47,10,2,1,1,0,0,0,0,9,2,32,130,230,386,91,947,12,16,1,7,190,42,44,54,216,190,348,371,1069,438,466,1846,9,36,1,1
316,"EMDEN","AUR",2,133,37,180,228,366,71,95,21,24,4,15,111,61,54,134,134,204,303,508,968,472,476,1283,12,43,0,1,1,1,1,8,8,22,3,3,0,1,1,3,2,1,4,10,2,5,3,13,22,5,7,73,1,5,0,0,0,0,0,0,0,2,1,3,0,0,0,0,2,1,3,2,1,1,86,67,18,15,1,0,0,0,1,0,3,134,38,188,239,393,79,104,21,25,5,18,118,63,63,146,137,211,399,591,1020,494,489,1361,13,49,1,1
317,"LEER","AUR",9,35,23,300,190,440,60,87,13,12,1,13,150,76,31,131,152,132,246,311,908,345,417,760,7,33,2,2,8,4,2,2,18,31,9,6,0,2,0,0,2,0,4,9,22,18,11,27,49,19,14,42,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,3,5,39,33,1,0,0,0,1,0,0,0,17,40,25,302,212,474,73,93,13,14,2,13,156,76,36,141,180,156,303,377,985,369,438,809,8,34,2,2
318,"TECKLENBURG","MUN",4,299,11,161,54,65,17,15,6,3,2,3,19,58,24,25,85,59,78,113,256,93,44,167,0,2,0,0,4,452,23,286,52,94,22,23,3,6,1,0,42,95,6,5,83,54,83,104,280,112,63,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,0,2,1,0,0,0,0,0,0,8,751,34,447,106,159,39,38,9,9,3,3,61,153,30,30,168,113,172,223,539,205,109,340,1,2,0,0
319,"WARENDORF","MUN",0,0,2,6,2,5,1,0,0,0,0,1,3,1,1,5,0,5,3,7,0,5,2,4,0,0,0,0,0,0,14,16,68,101,27,15,3,4,2,3,197,389,34,29,175,121,134,160,501,288,118,191,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16,22,70,106,28,15,3,4,2,4,200,390,36,35,175,126,138,168,501,293,120,195,2,9,0,0
320,"BECKUM","MUN",0,12,5,176,4,26,6,6,1,6,0,0,4,7,1,4,1,7,2,10,6,8,4,5,0,4,1,0,0,74,44,875,135,285,68,105,9,10,9,2,259,102,46,40,389,270,213,246,782,361,236,633,3,9,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,4,1,0,2,0,0,0,0,0,86,49,1052,140,313,74,111,10,16,9,2,263,109,48,44,390,278,218,256,792,370,240,640,3,13,3,3
321,"LUDINGHAUSEN","MUN",0,0,6,85,5,10,2,1,0,1,0,0,1,1,1,3,0,5,3,15,3,2,1,7,0,1,1,0,3,14,25,534,140,196,44,36,5,3,0,0,289,112,46,54,446,334,156,231,844,393,324,637,7,4,2,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,14,9,5,0,0,0,0,0,0,0,3,14,31,620,146,206,47,37,5,4,0,0,291,113,47,57,446,339,173,255,852,395,325,644,7,5,3,2
322,"MUNSTER","MUN",0,4,2,2,17,67,9,27,3,5,0,2,7,26,9,31,16,49,15,56,100,52,25,94,3,23,4,15,0,14,5,63,141,254,56,109,7,15,3,17,69,126,69,111,237,378,240,427,1272,610,180,789,23,145,29,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,6,4,1,1,2,0,1,0,0,0,18,7,65,158,321,66,136,10,20,3,20,76,152,79,142,254,427,259,489,1376,663,206,885,26,169,33,74
323,"MUNSTER","MUN",0,0,3,95,0,6,0,0,0,0,0,0,1,9,0,3,0,0,1,5,1,1,1,3,0,0,0,0,0,16,36,184,107,137,42,19,5,6,2,0,231,200,27,25,277,193,143,242,661,330,297,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,16,39,279,107,143,42,19,5,6,2,0,232,209,27,28,277,193,153,247,663,331,298,422,0,0,0,0
324,"STEINFURT","MUN",0,5,5,56,20,35,3,12,3,2,0,1,23,111,0,9,35,25,20,107,65,26,24,105,2,4,0,1,1,36,24,65,120,177,44,52,9,13,2,6,653,3070,39,40,332,252,182,386,695,341,175,611,2,4,5,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,1,1,24,16,8,1,0,1,0,0,0,0,1,41,29,121,143,213,47,64,12,15,2,7,677,3182,40,51,368,278,226,509,768,368,199,717,4,5,8,2
325,"KOESFELD","MUN",0,0,2,36,3,21,2,13,0,0,0,0,0,9,1,5,2,1,1,6,3,3,6,10,0,0,0,0,1,6,16,68,123,237,48,121,3,2,3,9,299,625,38,81,305,200,172,230,745,360,200,541,7,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,1,0,13,5,3,1,0,0,0,0,0,0,1,6,18,104,126,258,51,134,3,2,3,9,301,637,40,86,308,201,186,241,751,364,206,551,7,32,0,1
326,"AHAUS","MUN",0,0,3,6,3,5,2,0,1,2,3,2,9,45,2,1,5,8,6,5,8,2,5,17,0,1,0,0,0,2,22,51,69,99,30,16,6,6,2,0,245,610,23,39,257,217,121,169,414,194,141,348,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,17,19,2,1,0,0,0,0,0,0,0,2,25,57,73,104,32,16,7,8,5,2,254,656,28,40,262,225,144,193,424,197,146,365,1,2,0,0
327,"BORKEN","MUN",0,0,1,1,6,10,6,4,1,1,0,0,20,52,2,7,19,24,12,6,25,13,4,19,1,0,0,0,0,5,7,14,95,143,37,50,7,6,2,1,563,1072,43,53,372,368,139,169,585,254,166,402,3,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,1,0,0,24,12,2,0,2,0,0,0,0,0,0,5,8,15,101,153,43,54,8,7,2,1,596,1128,45,61,391,392,175,187,612,267,172,421,4,6,4,3
328,"RECKLINGHAUSEN","MUN",2,690,2,38,6,27,2,4,2,6,0,1,2,2,0,3,8,14,15,27,18,7,10,45,0,2,1,0,8,5402,6,67,186,259,75,112,9,13,2,9,233,67,57,58,585,479,262,332,856,519,331,761,7,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,10,6092,8,105,192,286,77,116,11,19,2,10,235,69,57,61,593,493,289,366,874,526,341,809,7,17,6,1
329,"MINDEN","MIN",4,173,53,657,183,346,95,215,10,49,11,36,133,48,38,84,273,456,362,929,1151,472,158,1066,6,52,20,9,1,5,2,49,13,42,9,37,1,0,1,0,7,5,11,10,17,30,24,66,112,54,15,52,3,16,1,2,0,0,2,2,2,0,1,0,0,0,0,0,2,0,0,0,1,1,16,16,8,5,0,2,0,1,0,0,5,178,57,709,198,388,106,253,11,50,12,36,142,53,49,94,291,487,405,1013,1273,531,173,1122,9,69,21,11
330,"LUBBECKE","MIN",2,8,8,49,97,82,44,23,5,2,0,0,120,33,24,32,168,80,187,985,541,221,102,145,3,8,1,0,0,0,0,0,0,4,1,1,1,2,0,0,4,4,0,2,2,0,1,17,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,10,0,0,0,0,0,0,0,0,2,8,8,49,97,86,45,24,6,4,0,0,125,37,25,34,170,80,201,1012,544,224,104,147,3,8,1,0
331,"HERFORD","MIN",0,5,13,178,164,232,41,38,9,10,6,15,523,386,47,65,307,473,625,3959,1216,772,163,750,8,18,2,2,0,0,0,2,5,17,2,3,1,2,1,4,10,24,1,6,15,13,32,123,67,51,11,36,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,17,18,9,5,0,1,0,0,0,0,0,5,14,180,169,249,44,41,10,12,9,19,534,410,50,73,323,486,674,4100,1296,828,174,787,8,25,2,2
332,"HALLE","MIN",0,4,7,68,63,67,21,30,10,6,4,2,94,321,16,33,169,120,136,225,343,241,57,174,1,2,0,0,0,1,1,1,2,4,0,0,0,0,1,0,2,2,1,1,5,5,2,11,8,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,5,8,71,65,71,21,30,10,6,5,2,98,325,17,34,174,125,142,240,357,250,61,176,1,2,0,0
333,"BIELEFELD","MIN",0,3,12,145,85,570,52,210,5,12,5,9,276,869,41,90,147,317,135,291,815,1182,101,354,9,84,5,8,0,2,2,23,12,82,6,28,1,0,0,1,22,78,10,15,19,47,7,21,152,179,18,73,4,25,1,2,0,0,0,1,0,1,0,0,0,0,0,0,9,7,1,0,3,5,9,2,22,1,1,3,0,0,0,0,0,5,14,169,97,654,58,238,6,12,5,10,308,955,52,105,171,369,152,314,992,1363,121,430,13,109,6,10
334,"BIELEFELD","MIN",1,20,19,219,60,259,20,252,5,18,2,9,1384,1784,12,147,169,175,122,207,611,343,57,261,3,7,0,0,0,4,1,18,2,21,0,6,0,3,0,0,4,51,1,6,0,5,3,7,36,30,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,24,21,237,62,280,20,258,5,21,2,9,1389,1835,13,153,169,180,127,215,649,373,60,273,3,7,0,0
335,"WIEDENBRUCK","MIN",0,14,5,35,32,51,13,11,2,5,1,5,67,124,21,62,75,100,103,231,158,91,35,176,2,38,0,1,0,28,4,33,69,91,36,17,3,3,0,1,84,129,20,37,189,168,105,218,444,173,74,133,2,4,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,12,7,1,0,0,0,0,0,0,0,0,42,9,68,101,142,50,28,5,8,1,6,151,253,43,100,264,268,220,456,603,264,109,309,4,42,4,7
336,"PADERBORN","MIN",0,0,9,69,9,29,6,61,3,1,1,1,1,5,9,26,3,18,20,33,37,39,13,39,4,6,0,1,1,18,11,98,114,202,77,393,4,8,3,6,50,29,34,84,157,211,146,288,772,405,125,655,3,74,7,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,13,6,6,5,0,0,0,0,0,0,1,18,20,167,123,231,83,454,7,9,4,7,53,35,43,110,161,229,179,327,815,449,138,694,7,80,7,13
337,"BUREN","MIN",0,3,10,63,5,8,1,0,0,0,0,13,1,0,1,1,2,6,3,6,4,3,2,7,1,0,0,0,1,123,13,97,117,99,92,63,4,3,0,0,40,3,23,31,195,118,86,100,509,175,118,362,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,2,1,2,1,0,0,0,0,1,126,23,160,122,107,93,63,4,3,0,13,42,3,24,32,197,124,95,110,515,179,122,370,1,2,0,0
338,"WARBURG","MIN",0,1,6,34,9,14,4,5,2,0,0,0,5,5,0,28,5,16,4,31,30,28,12,36,0,3,0,0,0,10,13,47,97,86,71,43,8,4,3,1,36,136,32,32,168,113,104,116,479,182,102,558,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,8,3,7,5,1,0,0,0,0,0,0,11,19,81,106,100,75,49,10,4,3,1,43,141,32,63,173,129,116,150,516,215,115,594,1,6,1,3
339,"HOXTER","MIN",0,0,6,74,15,20,17,22,1,3,2,3,39,14,16,35,29,49,70,94,127,76,19,75,1,9,2,1,0,7,26,309,149,139,124,69,12,4,2,2,141,29,53,66,336,271,174,437,781,362,153,990,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,5,4,23,10,8,3,0,0,0,0,0,0,0,7,33,383,164,159,141,91,13,7,4,5,183,43,72,101,370,324,267,541,917,441,172,1065,4,13,3,1
340,"ARNSBERG","ARN",2,4,6,74,11,112,8,93,8,11,0,4,4,1,5,11,7,11,9,18,24,9,17,57,0,0,0,1,7,171,11,69,296,1385,117,703,6,201,24,23,75,42,69,297,236,198,170,194,680,339,196,559,5,32,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,21,6,4,3,0,0,0,0,0,0,9,175,17,143,308,1497,126,798,14,212,24,27,79,43,75,308,243,209,200,218,708,351,213,616,5,32,2,1
341,"MESCHEDE","ARN",2,104,3,12,6,11,1,2,0,1,2,0,7,18,1,1,3,9,9,20,6,6,7,30,0,1,1,0,2,897,8,195,148,206,116,57,7,18,36,10,246,273,54,33,239,179,117,194,568,276,203,405,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,4,1001,11,207,154,217,117,59,7,19,38,10,255,291,55,34,242,188,135,217,577,282,210,435,0,7,6,0
342,"BRILON","ARN",5,28,2,6,5,13,2,2,2,2,0,0,4,1,6,13,4,7,8,16,8,11,4,19,1,1,0,0,9,1709,11,72,185,222,87,51,4,15,1,15,52,44,32,61,295,176,118,117,618,238,164,592,4,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,22,17,5,2,0,0,1,2,0,0,15,1738,13,78,190,235,89,53,6,17,1,15,57,47,39,78,299,183,148,150,631,251,169,613,6,11,1,1
343,"LIPPSTADT","ARN",0,7,9,96,22,50,7,8,3,4,1,1,13,17,18,23,36,23,57,78,67,36,27,56,1,7,1,3,0,86,19,219,128,448,61,42,4,2,1,3,94,54,28,36,267,206,156,356,676,332,164,446,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,10,13,2,0,0,0,0,0,0,0,0,93,28,315,150,498,68,50,7,6,2,4,108,71,50,61,303,229,223,447,745,368,191,502,4,27,1,3
344,"SOEST","ARN",3,53,23,196,66,145,53,49,4,1,3,2,36,11,25,34,109,84,95,142,390,231,90,338,4,6,2,0,1,135,21,113,141,225,79,66,7,4,3,4,133,42,36,53,231,140,143,275,780,406,204,612,2,9,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,24,4,1,0,0,0,0,0,0,0,4,188,44,309,207,371,132,115,11,5,6,6,169,53,63,89,342,225,262,421,1173,637,294,950,6,15,5,2
345,"HAMM","ARN",13,1454,17,137,225,484,72,76,7,11,6,17,97,21,59,142,221,216,193,285,876,620,258,696,2,23,3,0,3,995,10,110,78,363,19,38,3,13,1,19,51,18,18,58,134,142,95,204,560,333,145,493,4,12,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,0,17,9,3,0,4,2,0,0,0,0,16,2452,28,248,304,849,91,115,10,24,7,36,148,39,78,202,359,360,305,499,1439,954,409,1193,6,35,6,1
346,"DORTMUND","ARN",45,3190,3,142,102,900,54,674,9,17,7,73,11,14,28,95,97,308,161,623,601,473,152,1090,13,95,2,6,10,3026,7,69,40,676,28,457,5,10,1,58,8,7,28,69,102,269,84,471,543,407,88,1096,6,54,6,10,0,2,0,0,1,1,1,0,0,0,1,0,0,0,1,3,2,4,19,15,8,4,4,6,1,1,0,0,55,6227,10,211,143,1578,83,1133,14,27,9,131,19,21,57,167,201,581,265,1110,1153,886,246,2194,20,150,8,16
347,"DORTMUND","ARN",29,12294,31,441,212,477,52,157,7,11,5,12,37,5,67,57,236,232,266,337,782,460,213,851,6,29,0,4,12,6660,20,256,94,241,36,87,6,5,2,6,10,5,19,31,125,144,92,173,440,278,144,692,2,16,4,6,0,9,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,2,43,26,8,7,13,5,0,0,0,0,41,18967,51,697,306,719,88,245,13,16,7,18,47,10,88,91,362,378,401,536,1230,745,371,1549,8,46,4,10
348,"BOCHUM","ARN",16,2741,0,26,29,225,14,59,6,11,3,14,2,2,18,41,24,47,46,144,196,143,59,258,5,30,0,0,12,3480,5,28,42,279,17,63,5,15,2,29,8,6,19,38,70,148,71,203,446,238,82,408,4,26,3,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,6,4,2,1,0,0,0,0,28,6228,5,54,74,504,31,122,11,26,5,43,10,8,37,79,94,195,138,356,649,385,143,668,9,56,3,2
349,"BOCHUM","ARN",52,20909,23,1018,218,1106,71,1106,11,68,7,54,109,153,61,87,207,324,396,634,1018,572,222,1407,10,47,1,0,19,17431,15,680,114,730,66,556,7,46,3,29,25,62,36,60,161,293,188,406,768,487,224,1735,11,27,1,2,0,5,0,0,8,5,1,3,1,0,2,0,0,0,0,1,0,0,52,17,5,3,6,0,0,0,0,0,72,38381,38,1698,341,1845,138,1670,19,114,12,83,134,215,97,148,368,619,640,1069,1795,1052,455,3142,21,74,2,2
350,"HAGEN","ARN",65,4261,72,763,1679,6428,175,1185,18,126,9,37,1103,2234,135,320,393,524,584,741,1216,839,352,1366,12,77,9,16,1,996,8,168,114,911,25,291,9,36,3,18,74,381,12,105,89,124,62,172,291,204,113,770,5,21,3,8,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,11,10,4,5,0,2,0,1,0,0,67,5259,80,931,1824,7414,201,1478,27,162,13,55,1184,2625,148,425,486,650,658,925,1521,1051,467,2140,17,101,12,24
351,"ISERLOHN","ARN",65,1616,7,149,845,3076,52,94,8,29,5,10,32,201,52,242,142,258,187,221,515,313,128,422,12,45,8,24,0,1073,14,247,252,1711,44,66,1,12,2,7,16,59,37,278,114,214,86,135,451,256,107,606,3,22,4,16,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,3,0,0,13,5,3,2,7,3,1,1,0,0,65,2690,21,396,1102,4795,96,160,9,41,7,17,48,260,90,523,258,472,286,361,971,572,242,1031,16,68,12,40
352,"ALTENA","ARN",171,1294,15,106,967,4123,314,639,10,54,0,9,43,1116,89,154,321,436,269,326,800,452,275,867,7,39,19,46,2,150,5,48,27,360,8,66,2,8,0,2,1,79,9,15,18,56,12,38,78,65,50,297,6,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,5,3,2,0,0,0,0,0,174,1444,20,154,1005,4520,323,709,12,62,0,11,44,1207,98,169,345,494,298,379,891,522,331,1166,14,61,20,47
353,"OLPE","ARN",11,152,4,22,14,25,5,4,1,1,0,0,1,0,3,8,6,6,10,14,12,14,9,69,1,0,0,1,10,1407,7,117,140,254,46,36,7,4,15,3,64,82,71,146,170,119,139,345,569,175,129,427,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,21,1559,11,139,154,279,51,40,8,5,15,3,65,82,74,154,176,125,154,362,581,189,138,496,1,4,1,1
